message,sentiment,interactionRate,pageName,likes,comments,shares,type,createTime
"Hey all,
Here's what is pouring in the taproom tonight!",1,1.0682,Bog Iron Brewing,25,8,1,Photo,02/25/2016 17:14:35
Lazer 99.3 is here! Food is ready. Come down for a good time!,0,0.3671,Broad Brook Brewing,16,0,1,Photo,02/25/2016 17:07:12
"Snow gear? Yes. Beer? Duh! Join us & Social Boston Sports on Saturday for #gnarthebar at local Fenway faves - Loretta's Last Call, The Lansdowne Pub, Bill's Bar Boston & Bleacher Bar!

Details: http://bit.ly/21uOuvg",0,0.0132,Harpoon Brewery,13,0,2,Photo,02/25/2016 17:06:04
Just when we thought we couldn't get any cooler! Davinci's Eatery #mugclub latest members! Half off mugs til 7:00pm tonight!,0,0.0325,Baxter Brewing Co.,4,0,0,Photo,02/25/2016 17:05:53
"We'll be taking over the taps at MeatBall Kitchen on Thursday, March 10th. Beer will be on all day. #savethedate

https://www.facebook.com/events/596356570513990/",1,3.647,Iron Duke Brewing,121,7,15,Photo,02/25/2016 17:03:48
Join us on Monday 2/29 for this special event!,0,0.0913,"Queen City Brewery, LLC",3,0,0,Event,02/25/2016 16:47:10
Thank you again to Onyx Moonshine Olive Bar Cellar Fine Wines CT Beer Tours Brew Connecticut and everyone else who came out last night for the draught release of our Fuligin Imperial IPA! Join us tonight at the brewery for our Fuligin bomber release from 5-9! Can't make it to the brewery? No worries...click the link to use our beer finder to find Fuligin near you! http://www.shebeenbrewing.com/beer-finder.html,1,1.3297,Shebeen Brewing Company,75,10,4,Photo,02/25/2016 16:41:01
"This gorgeous Spring day is a perfect day to welcome Blaze, Farmhouse IPA, back to the Foundation line-up! Also on tap today, a Small Batch pilot IPA. Blaze cans available next week along with Epiphany.",1,0.7517,Foundation Brewing Company,41,2,0,Photo,02/25/2016 16:37:36
"We're open until 7 tonight ...
Stop by ...",1,0.7859,Building 8 Brewing / BLDG8 Brewing,17,0,0,Photo,02/25/2016 16:32:29
Guess where we are tonight! Stop in and taste some Black Goat of the Woods!,0,0.1598,The Bucket Brewery,5,1,0,Photo,02/25/2016 16:25:04
New cans for our Green Street Sour IPA! We're celebrating with a full-service special at the brewery all weekend.,1,0.8281,Hermit Thrush Brewery,16,1,0,Photo,02/25/2016 16:11:42
"The wait is almost over!  Vinátta is being released tomorrow at 4pm at our Tasting Room.  We will be staying open later than usual to give everyone a chance to get Vinátta on the first day.  Last year we sold out in one day, but we made twice as much this year, so we hope everyone can make it out to grab their share.

Price: $14 per bottle, limit 12 bottles per person per day",0,0.3542,Kelsen Brewing Company,6,4,2,Photo,02/25/2016 16:00:32
3-9pm! OPEN MIC at 6. Come check out the new digs!,0,0.0699,SoMe Brewing Company,3,0,0,Status,02/25/2016 15:58:27
"#tbt to our last homebrewers competition on Flag Day! Join us and @farmhousebangor this Saturday and show off your best beer! Prizes from us, Central Street, and @blaze_bangor!!",0,0.0844,Atlantic Brewing Company,4,0,0,Photo,02/25/2016 15:54:35
The Beer Camp fest is coming to Boston this year! http://beercamp.sierranevada.com/festivals/boston/,0,0.1961,Ipswich Ale Brewery,8,0,1,Video,02/25/2016 15:53:17
Labeling beers while the #brewdogs take it all in...Tweiss and Tectonic Tomahawk bottles available this weekend at the brewery and a package store near you next week! #begneiss #dogslife #brewhelpers,0,0.4289,Gneiss Brewing Company,13,0,0,Photo,02/25/2016 15:51:12
,0,0,Mayflower Brewing Company,0,0,0,Photo,02/25/2016 15:47:53
"Woman overboard, come save her from 4-7pm. 
On Tap:
Flagship Cream Ale
Flying Jenny Extra Pale Ale
Leaning Chimney Smoked Porter
Mary Ann's Ginger Spice
Chalkboard Series: Black Mast Stout 
Dark Star w/ Cherries (32oz fill only) $16
Pour Judgement IPA
Great Ketch IPL
Captain's Daughter DIPA
Today's Firkin- Black Mast
#drinklocal #supportlocal #craftbeer #ouch #titanic",0,0.3689,Grey Sail Brewing of Rhode Island,19,1,1,Photo,02/25/2016 15:45:06
"So it's not a double IPA, but this beer is tasty!  Fresh canned ""God Save The Queen"" ESB on sale this Saturday.
Hopped exclusively with British East Kent Goldings hops, this 5.8% ABV Ale has a decent malt backbone with some beautiful herbal tea like hoppines.  We hope you enjoy our take on this classic English style, cheers!
#bigelm #mabeer #craftcans #craftbeer #413 #berkshires #beer #hops #esb #nofilter #brewery",1,0.9828,Big Elm Brewing,37,10,4,Photo,02/25/2016 15:42:17
Thursday night means crate diving and tasty beer drinking at Four Quarters! Tunes & brews from 4-8. Six beers on draft as well as our Sugar Shack- Maple Cream Soda. #drinkwinooskibeer #vinyljunkie,0,0.3875,Four Quarters Brewing,15,1,2,Photo,02/25/2016 15:41:07
Thanks to everyone whom came out for the OLBC tap attack at Pub 32 last night!,0,0.1842,Outer Light Brewing Company,6,0,0,Photo,02/25/2016 15:40:03
"Warm up your week with some jazz and brews - featuring Franz W. Robert on piano, Gus Kohlin on double bass and Jahian Cooper-Monize on drums. 

Catch these cats on your way home from work at the New City Brewery tap room, Thursday from 5:30-8PM!

Taproom hours: 4-8PM",1,0.6301,New City Brewery,11,1,2,Photo,02/25/2016 15:38:48
#MABeer #HudsonMA,1,1.7994,Medusa Brewing Company,106,0,2,Photo,02/25/2016 15:34:53
Hey Lewiston! Heather's headed to say hi and give away some swag this evening. Come get your $30 mug at Davinci's Eatery!,0,0.012,Rising Tide Brewing Company,1,0,0,Photo,02/25/2016 15:28:26
"Tonight, our pub is open at Throwback Brewery from 4-9pm. We are also having a Throwback to the '90s party at the The Coat of Arms Pub around 6:30pm with five special casks, including: 1- Fat Alberta, 2-a Roasted almond, toasted coconut, and chocolate porter, 3- Blueberry Cheek Squeezer, 4- Donkey Hote dry hopped with Nelson Sauvin and 5- Hank’s Pale Ale dry hopped with Columbus and Sirachi Ace. Come in your '90s best! At about 8:30pm or so, we will award a few prizes for best costume! Hope to see you there!

https://www.facebook.com/events/1555453641439732/",0,0.0413,Throwback Brewery,3,0,0,Event,02/25/2016 15:16:34
Bacon and beer. #nuffsaid http://ow.ly/YBQ1p,0,0.3078,Cape Cod Beer,28,2,12,Link,02/25/2016 15:16:08
Mixed 4 packs are back! #Hobolife #consolationprize,1,5.2197,Lord Hobo Brewing Co,286,31,12,Video,02/25/2016 15:10:33
"Thirsty Thursday!!! ""Hoppy"" Hour All Day!  Our special today is a Chicken Salad Sandwich...pair it up
with a tasty brew...CHEERS!!",0,0.1422,"BricktownE Brewing Company ""The Barrel House""",3,0,0,Photo,02/25/2016 14:58:56
"Howdy folks,
It's that time of the week again!  We'll be open from 4-7pm today, 3-7pm Friday, and 12-5pm Saturday!  
We have a full taplist of ten draft offerings, nine of those available for growlers, and three bottle conditioned offerings.

Like tart things?  Brand new this week is Auroral batch 2.  This time with mango and lychee fruit.  We also have our raspberry/passionfruit berliner Lambent, and our table and dryhopped gose variants.  Aggregation and Cumulation.

Like crisp hoppy offerings?  We've got Arose APA, Agricultural wheat IPA, and Phenotype American IPA.

Like hazier, softer hoppy offerings?  We've got Genotype APA and our Pilot Double IPA for you.

Like farmhouse ales?  We've got our bottle conditioned dryhopped brett grisette, Sepal.

Like darker, higher ABV brews?  We've got three very distinct porters for you.  Two Dormancy variants and our peat smoked rye porter, Renascence.

Hopefully we have you covered regardless of your preferences!  But we've always got new thi",1,1.1348,Deciduous Brewing Company,36,2,2,Photo,02/25/2016 14:57:08
"On tap Localmotive, Soulpatch Porter, The Maineiac, Bale O' Hay IPA and Hot Chocolate Stout.",1,0.7206,Strong Brewing Company,11,2,0,Photo,02/25/2016 14:25:05
"Only a few spots left for our Beer & Yoga this Sunday at 3:00 PM. E-mail Eileen at eyeporter@gmail.com to reserve your space!
20 dollars for an hour of yoga and some beers afterwards?
Not a bad deal.

Also, sign up now for the March 13th session!",0,0.0986,New England Brewing Co.,10,8,1,Status,02/25/2016 14:18:06
"In order to comply with the new Federally mandated laws concerning having lots of hoppy beer for sale, we will have the following on for growlers today:

- Fuzzy Baby Ducks
- Sea Hag
- Supernaut
- Galaxy

Thank you. Now have at it!",1,0.737,New England Brewing Co.,109,29,4,Status,02/25/2016 14:14:47
Portsmouth Beer Week continues! Stop by Street tonight for a sample or a pint of Junkyard Pedigree! #craftbeer,0,0.3943,NEIGHBORHOOD BEER CO.,4,0,1,Photo,02/25/2016 14:07:16
"Grab a bottle of our Bourbon Barrel-Aged Bock!  Release Date:  Friday, 2/26!

The origin of the bock style can be traced all the way back to the 14th century where German brewers in the town of Einbeck began brewing dark, malty ales with little to no hop flavor. By the 17th century brewers in Munich were crafting lagers in the style of Einbeck, which they pronounced “ein Bock”, and the beer eventually came to be known simply as “bock.” Traditional bock is rich and smooth, celebrating the warm, toasty, and slightly sweet caramel flavors of roasted malts. At DuVig we aged this bock in oak bourbon barrels, imparting subtle hints of whiskey that enhance the malt flavor adding depth and complexity while also providing a perfect offset to the beer’s inherent sweeter profile.",1,0.7496,DuVig Brewing Company,14,0,1,Photo,02/25/2016 14:01:35
,0,0.1588,Mayflower Brewing Company,9,1,0,Event,02/25/2016 13:56:13
"Currently sparging today's Citra-Pils brew! An important part of the brewing process that separates fermentable sugars from the grain. Citra-Pils will be available on draught as well as in 22oz and 12oz bottles come May!

Follow the link to read more about this tasty brew: http://switchbackvt.com/citra-pils-keller-bier.html",0,0.0318,Switchback Brewing Company,7,1,0,Photo,02/25/2016 13:47:35
"Getting some bottling done and filling kegs of the new Clearwater Cream Ale, which will be released at Tuck's Ale House tomorrow night!  We will be releasing it next Saturday the 5th at the tap room and it will ONLY be available on tap here the first Saturday of each month, so make sure you get on over here!",0,0.1543,Tumbledown Brewing,2,0,0,Photo,02/25/2016 13:36:39
,0,0.33,Night Shift Brewing,49,1,0,Photo,02/25/2016 13:32:39
,0,0.2241,Shebeen Brewing Company,13,2,0,Event,02/25/2016 13:26:32
"Celebrate St. Paddy’s day in true Shebeen style on Friday, March 11th, 5pm-close. We’ll have food trucks, bands, and a great lineup of fresh local beer including Fuligin IPA, Irish Pale Ale, and a special small-batch release. Come for the craic, stay for the beer!",0,0.0747,Shebeen Brewing Company,4,1,0,Photo,02/25/2016 13:22:21
"Are YOU ready to perform?!

We've got another 14th Star Lip Sync Battle going down in our taproom this Friday night (February 26th) from 6:30-9:30!

Signup - entertain the crowd - win some swag!

Here are the guidelines:

1. Be prepared to perform at least 3 Lip Syncs*

2. Your Lip Sync performance must be at least 60 seconds long and does not have to be an entire song.

3. Submit your 3 songs to the DJ from JAZ Entertainment early.

4. KEEP YOUR SONG CHOICES A SECRET! That way no one will know what's coming next. That's part of the fun!

5. Have Fun and cheer loud for your fellow lip-syncers!

*A note about duets: One of your lip Syncs performances can be as a duet. Now to be clear, we're looking for 3 performance submissions from each of you. When you're up, it's your performance, regardless if you have an assist.",0,0.0284,"14th Star Brewing Company, LLC",2,1,0,Photo,02/25/2016 13:17:45
"Aged to perfection in Woodford Reserve bourbon barrels, our brewery exclusive Barrel Aged Russian Imperial Stout is manifest with complex layers of oak, vanilla and caramel. Enjoy with comrades!",0,0.331,Otter Creek Brewing,126,24,10,Link,02/25/2016 13:02:01
Today's draft list! TLP and Maple Beast are still on- but not for long!,1,1.8355,Rockingham Brewing Company,16,9,2,Photo,02/25/2016 12:49:31
Add a little spice to your week with a special cask of Lonesome Boatman Ale featuring poblano peppers and oranges tonight in the OLBC taproom! Taps at 5!,0,0.2762,Outer Light Brewing Company,9,0,0,Photo,02/25/2016 12:47:10
"Our take on the classic American pale ale, Stand Out is brewed in the spirit of adventure and showcases the pronounced herbal and citrus notes of the Equinox hop.",0,0.1001,Long Trail Brewing,54,13,9,Link,02/25/2016 12:31:00
Come out to Buffalo Wild Wings in Warwick tonight from 7:00-9:00 for a pint night and try some fresh Queen of the Yahd!,0,0.1033,Foolproof Brewing Company,3,2,1,Photo,02/25/2016 12:11:36
"Introducing Croupier, which will be featured tomorrow night at Hugh O'Neill's for the Craft Collective tap takeover. Watch for it in bottles and on tap next week.",1,0.6838,Idle Hands Craft Ales,22,3,3,Photo,02/25/2016 12:08:13
"Freshly ground coriander, 2 lbs sea salt and a pile of rose hips.... This is a beer?",1,0.8256,The Bucket Brewery,24,7,0,Photo,02/25/2016 12:03:43
Someone on #Nantucket is getting ready for mega-yacht season! - Dock sells for $4.75 million,1,1.8971,Cisco Brewers Nantucket,241,44,88,Link,02/25/2016 12:00:30
"Need some some Maine grown hops, or Maine Malt House, LLC. malts for your next brew?  Central Street Farmhouse has it all and they'll be here Saturday with a gift certificate for one lucky homebrewer!!",0,0.0633,Atlantic Brewing Company,3,0,0,Photo,02/25/2016 11:53:34
"But, wait... There's more!!",1,4.3375,NEIGHBORHOOD BEER CO.,55,0,0,Photo,02/25/2016 11:48:14
"Thanks to Tim, the mill is back to milling!

*Eddie Riel plays Friday 5-7
**The Tommy Filiaut Trio will be jamming Saturday 3-6",0,0.2234,Fort Hill Brewery,8,1,0,Photo,02/25/2016 11:44:00
"New York Beer Week, here we come! We'll be at The Wine Lab tonight for a sold out cheese and beer pairing class, then at Blind Tiger with Oxbow Brewing Company!",0,0.0323,Maine Beer Company,5,1,0,Event,02/25/2016 11:35:02
What ever shall we fill these with? #nhcraftbeer #nectarofthegods,1,0.8675,NEIGHBORHOOD BEER CO.,9,2,0,Photo,02/25/2016 11:26:18
,0,0.0108,Wachusett Brewing Company,2,0,0,Event,02/25/2016 11:25:59
Join us for Pint Night tonight at Holy Grail of The Lakes … Grab a pint glass while they last!!,0,0.0481,Tuckerman Brewing Company,4,0,0,Status,02/25/2016 11:24:55
We will be open tonight from 6-8 for our open house. $7 cover at the door gets you 2 hours of samples and 1 22oz bottle to take home. Plenty of seating g and games to entertain you as you sample some local craft beers from the Pioneer Valley. We will also have 2 different casks available to sample.,0,0,Paper City Brewery Co. Inc,0,0,0,Status,02/25/2016 11:20:25
Brewer @unclecarlisle will be subbing as the #cocktailwaitress for our #anniversary Saturday 3-6!,0,0.217,Cottrell Brewing Company,6,0,0,Photo,02/25/2016 11:14:21
"On Tap today Unstoppable IPA brewed and dry hopped with Belma and Chinook!  We also have Anomalous, Handlebar, Proserpine, Think Tank brewed and dry hopped with Amarillo, and Think Tank brewed and dry hopped with Belma!  #nhbeer #gcbeerworks",1,0.9555,Garrison City Beerworks,23,0,0,Photo,02/25/2016 11:11:33
We have 15 cases of Swish left after yesterday's release. These will go on sale at noon with the day's Substance allotment. We also have 5 taps and Locally Sauced for lunch!,1,0.5853,Bissell Brothers,78,2,0,Photo,02/25/2016 11:02:07
Just trying to keep up!  More tanks to satisfy you thirsty Nutmeggers!,1,0.8522,Stony Creek Beer,61,3,3,Photo,02/25/2016 10:58:36
,1,2.2052,New City Brewery,46,3,0,Event,02/25/2016 10:36:26
"Golden Brett releases this Saturday at the brewery. One hundred percent fermented with our house strain of Brettanomyces and dry hopped just before bottling, the beer has a fruity aroma and notes of citrus, apricot, and bread crust, and a mild tartness. Yum!  Brewery only release.",0,0.4458,Allagash Brewing Company,439,21,24,Photo,02/25/2016 10:17:05
"Join us at Speedwell Tavern in Plymouth this Saturday from 2-6 PM for Hops and Hots: https://www.facebook.com/events/1668624396683744/.  Al's Backwoods Jellies is bringing the heat and we are bringing the refreshment to was it down.  Some of the jellies are made with Indieferm beer.  Everything on the menu has at least 3 chili peppers next to it so you know this is serious stuff.  

Looking ahead a bit, we will be hosting the Plymouth Gravel Grinder 100k bike ride at the brewery on May 15.  It is a fundraiser for MS in conjunction with International Cycling (our neighbors and friends in Camelot Park) and Team Spinal Tap. The route covers some of the most remote parts of Plymouth making great use of miles and miles of gravel roads.  A road bike will probably work but you might get some flat tires.  Better to use a cyclocross or hybrid bike with wider tires. You can sign up at www.bikereg.com/plymouth-gravel-grinder.  The taproom will be open and we will set up a biergarten for post-ride",1,1.4957,Independent Fermentations Brewing,9,2,3,Link,02/25/2016 10:00:16
